"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 04:00","2024","10","12","04:00","","12.1","","6.6","","69","","","","32","","32","","24.1","","99.48","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 05:00","2024","10","12","05:00","","10.5","","5.8","","73","","","","33","","17","","24.1","","99.60","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 06:00","2024","10","12","06:00","","9.8","","3.8","","66","","","","34","","16","","24.1","","99.70","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 07:00","2024","10","12","07:00","","8.8","","3.4","","69","","","","35","","19","","24.1","","99.78","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 08:00","2024","10","12","08:00","","9.5","","2.8","","63","","","","36","","18","","24.1","","99.88","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 09:00","2024","10","12","09:00","","10.6","","3.0","","59","","","","35","","24","","24.1","","99.92","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 10:00","2024","10","12","10:00","","11.7","","3.3","","56","","","","33","","16","","24.1","","99.89","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 11:00","2024","10","12","11:00","","13.1","","3.0","","50","","","","30","","14","","24.1","","99.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 12:00","2024","10","12","12:00","","13.9","","4.5","","53","","","","29","","7","","24.1","","99.85","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 13:00","2024","10","12","13:00","","14.4","","1.2","","41","","","","33","","9","","24.1","","99.76","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 14:00","2024","10","12","14:00","","15.3","","2.5","","42","","","","35","","11","","24.1","","99.68","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 15:00","2024","10","12","15:00","","15.7","","-0.2","","34","","","","32","","7","","24.1","","99.65","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 16:00","2024","10","12","16:00","","15.1","","0.2","","36","","","","3","","9","","24.1","","99.60","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 17:00","2024","10","12","17:00","","13.5","","4.8","","56","","","","16","","8","","24.1","","99.59","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 18:00","2024","10","12","18:00","","11.7","","-0.2","","44","","","","3","","18","","24.1","","99.63","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 19:00","2024","10","12","19:00","","11.4","","0.0","","45","","","","36","","17","","24.1","","99.62","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 20:00","2024","10","12","20:00","","10.7","","0.6","","50","","","","1","","14","","24.1","","99.54","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 21:00","2024","10","12","21:00","","10.1","","0.6","","52","","","","36","","17","","24.1","","99.63","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 22:00","2024","10","12","22:00","","9.6","","2.8","","63","","","","36","","15","","24.1","","99.59","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-12 23:00","2024","10","12","23:00","","10.1","","2.7","","60","","","","12","","3","","24.1","","99.42","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 00:00","2024","10","13","00:00","","10.0","","2.1","","58","","","","","","0","","24.1","","99.39","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 01:00","2024","10","13","01:00","","9.2","","3.1","","66","","","","2","","10","","24.1","","99.33","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 02:00","2024","10","13","02:00","","8.4","","3.8","","73","","","","1","","14","","24.1","","99.29","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 03:00","2024","10","13","03:00","","6.6","","4.0","","83","","","","2","","12","","24.1","","99.19","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 04:00","2024","10","13","04:00","","7.9","","4.2","","77","","","","5","","5","","24.1","","99.14","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 05:00","2024","10","13","05:00","","7.3","","4.5","","83","","","","36","","9","","24.1","","99.18","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 06:00","2024","10","13","06:00","","6.9","","4.7","","86","","","","2","","10","","24.1","","99.15","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 07:00","2024","10","13","07:00","","7.5","","4.0","","78","","","","2","","13","","24.1","","99.14","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 08:00","2024","10","13","08:00","","8.2","","3.6","","72","","","","5","","10","","24.1","","99.09","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 09:00","2024","10","13","09:00","","9.1","","4.4","","72","","","","4","","7","","24.1","","99.07","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 10:00","2024","10","13","10:00","","10.2","","5.5","","72","","","","7","","12","","24.1","","98.95","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 11:00","2024","10","13","11:00","","10.7","","5.9","","72","","","","7","","10","","24.1","","98.92","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 12:00","2024","10","13","12:00","","11.5","","7.0","","74","","","","7","","16","","24.1","","98.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 13:00","2024","10","13","13:00","","11.3","","6.8","","73","","","","7","","17","","24.1","","98.77","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 14:00","2024","10","13","14:00","","12.2","","6.9","","69","","","","8","","20","","24.1","","98.76","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 15:00","2024","10","13","15:00","","11.6","","6.7","","72","","","","8","","22","","24.1","","98.78","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 16:00","2024","10","13","16:00","","11.1","","6.4","","73","","","","7","","18","","24.1","","98.74","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 17:00","2024","10","13","17:00","","10.7","","6.5","","75","","","","8","","12","","24.1","","98.81","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 18:00","2024","10","13","18:00","","10.0","","7.7","","85","","","","7","","13","","24.1","","98.80","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 19:00","2024","10","13","19:00","","10.2","","7.0","","80","","","","8","","19","","24.1","","98.82","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 20:00","2024","10","13","20:00","","9.8","","3.7","","65","","","","7","","26","","24.1","","98.79","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 21:00","2024","10","13","21:00","","9.4","","1.4","","57","","","","7","","22","","24.1","","98.81","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 22:00","2024","10","13","22:00","","9.3","","1.0","","56","","","","6","","20","","24.1","","98.83","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-13 23:00","2024","10","13","23:00","","8.8","","1.5","","60","","","","6","","20","","24.1","","98.77","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 00:00","2024","10","14","00:00","","8.6","","0.9","","58","","","","6","","23","","24.1","","98.72","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 01:00","2024","10","14","01:00","","8.3","","0.8","","59","","","","5","","22","","24.1","","98.70","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 02:00","2024","10","14","02:00","","7.6","","0.6","","61","","","","4","","25","","24.1","","98.64","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 03:00","2024","10","14","03:00","","6.9","","0.2","","63","","","","3","","19","","24.1","","98.65","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 04:00","2024","10","14","04:00","","6.5","","-0.4","","61","","","","1","","28","","24.1","","98.69","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 05:00","2024","10","14","05:00","","6.1","","-0.8","","61","","","","1","","22","","24.1","","98.76","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 06:00","2024","10","14","06:00","","5.7","","-0.6","","64","","","","36","","25","","24.1","","98.84","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 07:00","2024","10","14","07:00","","4.9","","-0.7","","67","","","","35","","23","","24.1","","98.93","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 08:00","2024","10","14","08:00","","4.5","","-1.0","","67","","","","35","","30","","24.1","","99.04","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 09:00","2024","10","14","09:00","","6.2","","-0.3","","63","","","","35","","38","","24.1","","99.09","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 10:00","2024","10","14","10:00","","6.0","","0.2","","66","","","","36","","30","","24.1","","99.16","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 11:00","2024","10","14","11:00","","8.8","","1.4","","59","","","","1","","24","","24.1","","99.21","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 12:00","2024","10","14","12:00","","9.6","","0.3","","52","","","","36","","26","","24.1","","99.25","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 13:00","2024","10","14","13:00","","8.9","","-0.8","","51","","","","35","","25","","24.1","","99.28","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 14:00","2024","10","14","14:00","","9.4","","-1.3","","47","","","","35","","22","","24.1","","99.30","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 15:00","2024","10","14","15:00","","9.6","","-0.9","","48","","","","36","","18","","24.1","","99.30","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 16:00","2024","10","14","16:00","","9.9","","-0.5","","48","","","","33","","23","","24.1","","99.33","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 17:00","2024","10","14","17:00","","9.5","","-0.2","","51","","","","33","","26","","24.1","","99.38","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 18:00","2024","10","14","18:00","","8.4","","1.1","","60","","","","32","","21","","24.1","","99.42","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 19:00","2024","10","14","19:00","","7.6","","2.2","","69","","","","33","","23","","24.1","","99.46","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 20:00","2024","10","14","20:00","","6.8","","2.4","","73","","","","34","","21","","24.1","","99.48","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 21:00","2024","10","14","21:00","","6.1","","2.8","","79","","","","31","","21","","24.1","","99.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 22:00","2024","10","14","22:00","","6.0","","2.8","","80","","","","35","","19","","24.1","","99.48","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-14 23:00","2024","10","14","23:00","","5.5","","2.6","","81","","","","34","","19","","24.1","","99.46","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 00:00","2024","10","15","00:00","","5.0","","2.5","","84","","","","34","","17","","24.1","","99.45","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 01:00","2024","10","15","01:00","","4.5","","2.2","","85","","","","34","","17","","24.1","","99.45","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 02:00","2024","10","15","02:00","","4.4","","1.3","","80","","","","35","","18","","24.1","","99.45","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 03:00","2024","10","15","03:00","","3.8","","1.2","","83","","","","33","","17","","24.1","","99.45","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 04:00","2024","10","15","04:00","","3.5","","0.6","","81","","","","33","","21","","24.1","","99.47","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 05:00","2024","10","15","05:00","","3.3","","0.2","","80","","","","33","","20","","24.1","","99.49","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 06:00","2024","10","15","06:00","","3.4","","0.0","","78","","","","34","","18","","24.1","","99.49","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 07:00","2024","10","15","07:00","","3.1","","0.3","","82","","","","32","","19","","24.1","","99.51","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 08:00","2024","10","15","08:00","","4.6","","0.3","","74","","","","34","","21","","24.1","","99.56","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 09:00","2024","10","15","09:00","","5.9","","0.9","","70","","","","34","","26","","24.1","","99.53","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 10:00","2024","10","15","10:00","","6.7","","1.2","","68","","","","33","","27","","24.1","","99.51","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 11:00","2024","10","15","11:00","","8.2","","1.6","","63","","","","34","","27","","24.1","","99.49","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 12:00","2024","10","15","12:00","","9.2","","1.7","","59","","","","34","","28","","24.1","","99.47","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 13:00","2024","10","15","13:00","","9.9","","1.7","","56","","","","31","","33","","24.1","","99.38","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 14:00","2024","10","15","14:00","","9.9","","1.4","","55","","","","33","","28","","24.1","","99.34","","","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 15:00","2024","10","15","15:00","","9.9","","1.9","","57","","","","33","","34","","24.1","","99.35","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 16:00","2024","10","15","16:00","","8.7","","2.5","","65","","","","33","","30","","24.1","","99.36","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 17:00","2024","10","15","17:00","","7.8","","2.8","","70","","","","32","","26","","24.1","","99.38","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 18:00","2024","10","15","18:00","","7.6","","3.4","","74","","","","31","","28","","24.1","","99.43","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 19:00","2024","10","15","19:00","","7.3","","3.9","","79","","","","31","","25","","19.3","","99.46","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 20:00","2024","10","15","20:00","","7.0","","3.1","","77","","","","32","","32","","24.1","","99.47","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 21:00","2024","10","15","21:00","","6.3","","3.1","","80","","","","31","","23","","24.1","","99.52","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 22:00","2024","10","15","22:00","","5.8","","2.8","","81","","","","32","","24","","24.1","","99.54","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-15 23:00","2024","10","15","23:00","","6.2","","3.0","","80","","","","31","","22","","24.1","","99.57","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 00:00","2024","10","16","00:00","","5.1","","3.0","","86","","","","29","","10","","24.1","","99.58","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 01:00","2024","10","16","01:00","","5.3","","3.2","","86","","","","31","","17","","24.1","","99.61","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 02:00","2024","10","16","02:00","","4.7","","2.8","","87","","","","32","","20","","24.1","","99.66","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 03:00","2024","10","16","03:00","","4.1","","2.6","","90","","","","32","","15","","24.1","","99.71","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 04:00","2024","10","16","04:00","","4.0","","3.0","","93","","","","32","","14","","24.1","","99.77","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 05:00","2024","10","16","05:00","","3.5","","2.4","","92","","","","31","","11","","24.1","","99.83","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 06:00","2024","10","16","06:00","","3.9","","3.0","","94","","","","31","","13","","24.1","","99.89","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 07:00","2024","10","16","07:00","","4.3","","2.4","","87","","","","35","","16","","24.1","","99.95","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 08:00","2024","10","16","08:00","","5.6","","2.5","","81","","","","33","","22","","24.1","","100.04","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 09:00","2024","10","16","09:00","","6.9","","2.4","","73","","","","34","","26","","24.1","","100.10","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 10:00","2024","10","16","10:00","","8.1","","2.8","","69","","","","32","","28","","24.1","","100.16","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 11:00","2024","10","16","11:00","","8.0","","2.0","","65","","","","34","","20","","24.1","","100.20","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 12:00","2024","10","16","12:00","","9.3","","2.2","","61","","","","32","","17","","24.1","","100.18","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 13:00","2024","10","16","13:00","","9.1","","1.8","","60","","","","34","","22","","24.1","","100.17","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 14:00","2024","10","16","14:00","","10.1","","1.7","","56","","","","32","","20","","24.1","","100.15","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 15:00","2024","10","16","15:00","","9.4","","0.9","","55","","","","34","","19","","24.1","","100.17","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 16:00","2024","10","16","16:00","","10.3","","1.1","","53","","","","32","","19","","24.1","","100.17","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 17:00","2024","10","16","17:00","","9.4","","1.0","","55","","","","34","","19","","24.1","","100.18","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 18:00","2024","10","16","18:00","","8.5","","1.3","","61","","","","33","","18","","24.1","","100.24","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 19:00","2024","10","16","19:00","","7.5","","1.7","","66","","","","35","","17","","24.1","","100.26","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 20:00","2024","10","16","20:00","","6.5","","2.1","","73","","","","32","","11","","24.1","","100.27","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 21:00","2024","10","16","21:00","","5.3","","1.2","","75","","","","29","","12","","24.1","","100.30","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 22:00","2024","10","16","22:00","","4.5","","1.1","","79","","","","30","","10","","24.1","","100.34","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-16 23:00","2024","10","16","23:00","","3.8","","1.2","","83","","","","27","","7","","24.1","","100.34","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 00:00","2024","10","17","00:00","","2.7","","1.1","","89","","","","25","","7","","24.1","","100.39","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 01:00","2024","10","17","01:00","","3.5","","1.3","","85","","","","24","","7","","24.1","","100.39","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 02:00","2024","10","17","02:00","","2.2","","0.6","","90","","","","29","","10","","24.1","","100.43","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 03:00","2024","10","17","03:00","","1.9","","0.4","","90","","","","29","","10","","24.1","","100.44","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 04:00","2024","10","17","04:00","","2.4","","0.7","","89","","","","31","","10","","24.1","","100.49","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 05:00","2024","10","17","05:00","","1.8","","0.5","","91","","","","31","","10","","24.1","","100.52","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 06:00","2024","10","17","06:00","","2.6","","0.5","","86","","","","31","","8","","24.1","","100.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 07:00","2024","10","17","07:00","","2.4","","0.7","","88","","","","29","","7","","24.1","","100.58","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 08:00","2024","10","17","08:00","","5.0","","2.5","","84","","","","","","0","","24.1","","100.65","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 09:00","2024","10","17","09:00","","8.1","","3.1","","70","","","","28","","4","","24.1","","100.68","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 10:00","2024","10","17","10:00","","10.9","","4.6","","65","","","","25","","5","","24.1","","100.67","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 11:00","2024","10","17","11:00","","12.0","","4.0","","58","","","","26","","4","","24.1","","100.65","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 12:00","2024","10","17","12:00","","12.6","","3.4","","53","","","","","","0","","24.1","","100.62","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 13:00","2024","10","17","13:00","","13.7","","2.6","","47","","","","","","0","","24.1","","100.56","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 14:00","2024","10","17","14:00","","13.6","","4.9","","55","","","","14","","17","","24.1","","100.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 15:00","2024","10","17","15:00","","13.7","","4.9","","55","","","","16","","13","","24.1","","100.50","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 16:00","2024","10","17","16:00","","13.7","","4.8","","55","","","","15","","14","","24.1","","100.50","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 17:00","2024","10","17","17:00","","12.7","","5.4","","61","","","","15","","13","","24.1","","100.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 18:00","2024","10","17","18:00","","11.8","","5.8","","66","","","","15","","7","","24.1","","100.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 19:00","2024","10","17","19:00","","11.4","","6.1","","70","","","","20","","10","","24.1","","100.58","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 20:00","2024","10","17","20:00","","10.7","","5.0","","68","","","","22","","13","","24.1","","100.60","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 21:00","2024","10","17","21:00","","8.9","","4.5","","74","","","","24","","12","","24.1","","100.65","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 22:00","2024","10","17","22:00","","7.0","","4.1","","81","","","","27","","11","","24.1","","100.68","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-17 23:00","2024","10","17","23:00","","8.3","","3.8","","73","","","","30","","8","","24.1","","100.72","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 00:00","2024","10","18","00:00","","7.3","","3.5","","77","","","","29","","10","","24.1","","100.73","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 01:00","2024","10","18","01:00","","5.0","","2.6","","84","","","","28","","6","","24.1","","100.75","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 02:00","2024","10","18","02:00","","4.8","","2.8","","87","","","","30","","7","","24.1","","100.78","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 03:00","2024","10","18","03:00","","3.0","","1.4","","89","","","","28","","10","","24.1","","100.80","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 04:00","2024","10","18","04:00","","3.9","","1.4","","84","","","","29","","8","","24.1","","100.87","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 05:00","2024","10","18","05:00","","2.9","","1.9","","93","","","","26","","6","","24.1","","100.94","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 06:00","2024","10","18","06:00","","5.9","","2.5","","79","","","","","","0","","24.1","","101.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 07:00","2024","10","18","07:00","","5.9","","2.3","","77","","","","","","0","","19.3","","101.14","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 08:00","2024","10","18","08:00","","7.0","","4.1","","82","","","","28","","7","","24.1","","101.21","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 09:00","2024","10","18","09:00","","10.7","","6.0","","73","","","","26","","6","","19.3","","101.26","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 10:00","2024","10","18","10:00","","13.2","","7.2","","67","","","","20","","6","","24.1","","101.27","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 11:00","2024","10","18","11:00","","15.6","","6.4","","54","","","","19","","9","","24.1","","101.27","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 12:00","2024","10","18","12:00","","17.1","","4.5","","43","","","","23","","13","","24.1","","101.24","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 13:00","2024","10","18","13:00","","17.6","","4.3","","41","","","","21","","10","","24.1","","101.17","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 14:00","2024","10","18","14:00","","17.9","","6.4","","46","","","","16","","8","","24.1","","101.14","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 15:00","2024","10","18","15:00","","17.0","","5.0","","45","","","","14","","16","","24.1","","101.14","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 16:00","2024","10","18","16:00","","17.1","","3.8","","41","","","","15","","13","","24.1","","101.13","","","","","","Clear"
