"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 17:00","2024","10","18","17:00","","15.9","","4.8","","47","","","","14","","10","","24.1","","101.16","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 18:00","2024","10","18","18:00","","14.2","","5.8","","57","","","","14","","10","","24.1","","101.17","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 19:00","2024","10","18","19:00","","13.5","","6.1","","61","","","","16","","9","","24.1","","101.18","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 20:00","2024","10","18","20:00","","12.6","","7.4","","70","","","","15","","5","","24.1","","101.19","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 21:00","2024","10","18","21:00","","12.5","","7.6","","72","","","","18","","3","","24.1","","101.24","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 22:00","2024","10","18","22:00","","11.4","","6.9","","74","","","","22","","5","","24.1","","101.25","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-18 23:00","2024","10","18","23:00","","10.1","","6.5","","78","","","","26","","5","","24.1","","101.27","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 00:00","2024","10","19","00:00","","9.2","","4.3","","72","","","","29","","8","","24.1","","101.27","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 01:00","2024","10","19","01:00","","6.9","","4.0","","82","","","","29","","5","","24.1","","101.26","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 02:00","2024","10","19","02:00","","6.5","","3.5","","81","","","","","","0","","24.1","","101.24","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 03:00","2024","10","19","03:00","","6.5","","2.7","","77","","","","28","","5","","24.1","","101.21","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 04:00","2024","10","19","04:00","","4.9","","2.2","","83","","","","28","","4","","24.1","","101.21","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 05:00","2024","10","19","05:00","","4.4","","3.1","","91","","","","30","","8","","24.1","","101.24","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 06:00","2024","10","19","06:00","","6.1","","5.6","","96","","","","29","","4","","24.1","","101.24","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 07:00","2024","10","19","07:00","","6.1","","5.8","","98","","","","32","","5","","19.3","","101.26","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 08:00","2024","10","19","08:00","","8.5","","6.2","","85","","","","9","","4","","19.3","","101.31","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 09:00","2024","10","19","09:00","","11.2","","8.1","","81","","","","15","","4","","19.3","","101.32","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 10:00","2024","10","19","10:00","","14.0","","8.9","","71","","","","21","","9","","24.1","","101.30","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 11:00","2024","10","19","11:00","","16.6","","9.0","","61","","","","21","","7","","24.1","","101.22","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 12:00","2024","10","19","12:00","","18.3","","9.3","","55","","","","17","","8","","24.1","","101.14","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 13:00","2024","10","19","13:00","","17.7","","11.3","","66","","","","13","","14","","24.1","","101.04","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 14:00","2024","10","19","14:00","","18.8","","10.7","","59","","","","13","","17","","24.1","","100.96","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 15:00","2024","10","19","15:00","","18.6","","9.9","","57","","","","14","","17","","24.1","","100.90","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 16:00","2024","10","19","16:00","","19.1","","9.5","","54","","","","16","","15","","24.1","","100.82","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 17:00","2024","10","19","17:00","","18.1","","8.7","","54","","","","17","","12","","24.1","","100.81","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 18:00","2024","10","19","18:00","","16.3","","8.3","","59","","","","17","","11","","24.1","","100.81","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 19:00","2024","10","19","19:00","","15.2","","9.8","","70","","","","18","","9","","24.1","","100.83","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 20:00","2024","10","19","20:00","","14.4","","8.6","","68","","","","22","","14","","24.1","","100.81","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 21:00","2024","10","19","21:00","","12.3","","7.5","","73","","","","24","","14","","24.1","","100.78","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 22:00","2024","10","19","22:00","","10.3","","6.3","","76","","","","25","","14","","24.1","","100.74","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-19 23:00","2024","10","19","23:00","","12.0","","6.2","","68","","","","24","","5","","80.5","","100.70","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 00:00","2024","10","20","00:00","","9.9","","5.9","","76","","","","25","","4","","24.1","","100.68","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 01:00","2024","10","20","01:00","","10.2","","5.8","","74","","","","","","0","","24.1","","100.66","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 02:00","2024","10","20","02:00","","10.3","","5.5","","72","","","","20","","4","","24.1","","100.62","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 03:00","2024","10","20","03:00","","8.8","","5.0","","77","","","","21","","6","","24.1","","100.57","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 04:00","2024","10","20","04:00","","9.0","","5.3","","77","","","","20","","6","","24.1","","100.56","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 05:00","2024","10","20","05:00","","8.8","","5.4","","79","","","","17","","7","","24.1","","100.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 06:00","2024","10","20","06:00","","7.8","","4.7","","81","","","","23","","9","","24.1","","100.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 07:00","2024","10","20","07:00","","5.3","","3.8","","90","","","","25","","12","","24.1","","100.55","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 08:00","2024","10","20","08:00","","9.8","","7.2","","84","","","","25","","13","","24.1","","100.52","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 09:00","2024","10","20","09:00","","13.3","","7.2","","66","","","","24","","17","","24.1","","100.49","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 10:00","2024","10","20","10:00","","17.2","","7.3","","52","","","","24","","18","","24.1","","100.48","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 11:00","2024","10","20","11:00","","19.8","","7.0","","43","","","","23","","22","","24.1","","100.41","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 12:00","2024","10","20","12:00","","21.2","","7.1","","40","","","","22","","18","","24.1","","100.31","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 13:00","2024","10","20","13:00","","22.4","","5.6","","33","","","","24","","31","","24.1","","100.24","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 14:00","2024","10","20","14:00","","22.9","","6.5","","34","","","","25","","28","","24.1","","100.17","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 15:00","2024","10","20","15:00","","22.8","","5.3","","32","","","","24","","28","","24.1","","100.14","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 16:00","2024","10","20","16:00","","22.3","","5.0","","32","","","","23","","27","","24.1","","100.14","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 17:00","2024","10","20","17:00","","20.7","","5.4","","36","","","","24","","21","","24.1","","100.10","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 18:00","2024","10","20","18:00","","19.8","","6.2","","41","","","","21","","15","","24.1","","100.10","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 19:00","2024","10","20","19:00","","18.2","","8.2","","52","","","","22","","22","","24.1","","100.10","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 20:00","2024","10","20","20:00","","16.5","","8.1","","57","","","","23","","14","","24.1","","100.06","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 21:00","2024","10","20","21:00","","15.9","","8.2","","60","","","","24","","22","","24.1","","100.06","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 22:00","2024","10","20","22:00","","15.4","","7.9","","60","","","","25","","23","","24.1","","100.03","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-20 23:00","2024","10","20","23:00","","14.9","","7.4","","61","","","","25","","20","","24.1","","100.00","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 00:00","2024","10","21","00:00","","15.6","","6.6","","55","","","","25","","21","","24.1","","100.00","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 01:00","2024","10","21","01:00","","14.6","","6.3","","57","","","","25","","18","","24.1","","99.98","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 02:00","2024","10","21","02:00","","16.0","","6.1","","51","","","","25","","28","","24.1","","99.91","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 03:00","2024","10","21","03:00","","13.9","","6.3","","60","","","","25","","18","","24.1","","99.91","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 04:00","2024","10","21","04:00","","14.3","","6.1","","57","","","","26","","19","","24.1","","99.91","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 05:00","2024","10","21","05:00","","13.6","","6.2","","61","","","","26","","17","","24.1","","99.92","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 06:00","2024","10","21","06:00","","12.8","","6.0","","63","","","","25","","12","","24.1","","99.94","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 07:00","2024","10","21","07:00","","14.0","","6.2","","59","","","","26","","21","","24.1","","99.97","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 08:00","2024","10","21","08:00","","16.2","","6.9","","54","","","","26","","21","","24.1","","100.00","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 09:00","2024","10","21","09:00","","18.7","","7.7","","48","","","","27","","22","","24.1","","100.00","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 10:00","2024","10","21","10:00","","20.6","","8.6","","46","","","","26","","15","","24.1","","99.99","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 11:00","2024","10","21","11:00","","22.5","","10.2","","45","","","","25","","14","","24.1","","99.97","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 12:00","2024","10","21","12:00","","23.9","","9.9","","41","","","","24","","14","","24.1","","99.94","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 13:00","2024","10","21","13:00","","24.9","","10.7","","40","","","","25","","10","","24.1","","99.90","","27","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 14:00","2024","10","21","14:00","","25.8","","11.5","","40","","","","24","","13","","24.1","","99.85","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 15:00","2024","10","21","15:00","","25.9","","11.0","","39","","","","26","","22","","24.1","","99.85","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 16:00","2024","10","21","16:00","","25.4","","10.9","","40","","","","22","","21","","24.1","","99.85","","27","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 17:00","2024","10","21","17:00","","22.8","","10.8","","46","","","","25","","18","","24.1","","99.89","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 18:00","2024","10","21","18:00","","22.0","","11.1","","50","","","","23","","18","","24.1","","99.95","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 19:00","2024","10","21","19:00","","20.5","","11.5","","56","","","","22","","15","","24.1","","100.02","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 20:00","2024","10","21","20:00","","18.4","","11.3","","63","","","","24","","13","","24.1","","100.04","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 21:00","2024","10","21","21:00","","16.6","","11.3","","71","","","","26","","10","","24.1","","100.08","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 22:00","2024","10","21","22:00","","16.5","","10.8","","69","","","","26","","5","","24.1","","100.09","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-21 23:00","2024","10","21","23:00","","16.8","","11.1","","69","","","","24","","8","","24.1","","100.11","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 00:00","2024","10","22","00:00","","15.4","","10.7","","73","","","","26","","6","","24.1","","100.13","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 01:00","2024","10","22","01:00","","14.1","","11.0","","81","","","","25","","4","","24.1","","100.13","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 02:00","2024","10","22","02:00","","15.2","","10.7","","74","","","","18","","4","","24.1","","100.13","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 03:00","2024","10","22","03:00","","13.2","","10.1","","81","","","","17","","4","","24.1","","100.11","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 04:00","2024","10","22","04:00","","14.3","","10.0","","75","","","","","","0","","24.1","","100.12","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 05:00","2024","10","22","05:00","","14.5","","9.4","","72","","","","18","","4","","24.1","","100.14","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 06:00","2024","10","22","06:00","","13.5","","9.2","","75","","","","20","","4","","24.1","","100.15","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 07:00","2024","10","22","07:00","","10.8","","8.2","","84","","","","25","","10","","24.1","","100.19","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 08:00","2024","10","22","08:00","","14.9","","10.8","","76","","","","29","","5","","24.1","","100.22","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 09:00","2024","10","22","09:00","","17.6","","9.7","","60","","","","29","","4","","24.1","","100.22","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 10:00","2024","10","22","10:00","","20.9","","10.0","","49","","","","24","","3","","24.1","","100.19","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 11:00","2024","10","22","11:00","","21.8","","11.5","","51","","","","13","","10","","24.1","","100.10","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 12:00","2024","10","22","12:00","","20.7","","11.7","","56","","","","15","","17","","24.1","","100.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 13:00","2024","10","22","13:00","","22.7","","12.0","","50","","","","14","","18","","24.1","","99.94","","25","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 14:00","2024","10","22","14:00","","23.3","","12.4","","50","","","","15","","17","","24.1","","99.85","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 15:00","2024","10","22","15:00","","23.0","","11.1","","47","","","","16","","13","","24.1","","99.83","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 16:00","2024","10","22","16:00","","22.2","","10.7","","47","","","","15","","13","","24.1","","99.77","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 17:00","2024","10","22","17:00","","21.0","","9.6","","48","","","","16","","9","","24.1","","99.74","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 18:00","2024","10","22","18:00","","20.4","","8.5","","46","","","","17","","8","","24.1","","99.72","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 19:00","2024","10","22","19:00","","19.7","","8.1","","47","","","","15","","9","","24.1","","99.68","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 20:00","2024","10","22","20:00","","18.3","","8.0","","51","","","","14","","10","","24.1","","99.63","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 21:00","2024","10","22","21:00","","16.7","","10.2","","65","","","","15","","11","","24.1","","99.58","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 22:00","2024","10","22","22:00","","16.0","","10.6","","70","","","","14","","8","","24.1","","99.51","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-22 23:00","2024","10","22","23:00","","15.7","","10.9","","73","","","","14","","7","","24.1","","99.46","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 00:00","2024","10","23","00:00","","14.4","","11.0","","80","","","","","","0","","24.1","","99.37","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 01:00","2024","10","23","01:00","","13.6","","11.6","","88","","","","16","","7","","24.1","","99.31","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 02:00","2024","10","23","02:00","","12.8","","12.1","","95","","","","15","","10","","24.1","","99.23","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 03:00","2024","10","23","03:00","","13.3","","11.5","","88","","","","15","","11","","24.1","","99.16","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 04:00","2024","10","23","04:00","","15.4","","9.2","","66","","","","21","","18","","24.1","","99.10","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 05:00","2024","10","23","05:00","","15.8","","9.4","","65","","","","21","","14","","24.1","","99.04","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 06:00","2024","10","23","06:00","","16.3","","9.7","","65","","","","19","","13","","24.1","","98.97","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 07:00","2024","10","23","07:00","","16.5","","9.8","","64","","","","20","","17","","24.1","","98.95","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 08:00","2024","10","23","08:00","","17.3","","10.2","","63","","","","21","","19","","24.1","","98.93","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 09:00","2024","10","23","09:00","","17.8","","10.7","","63","","","","23","","20","","24.1","","98.91","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 10:00","2024","10","23","10:00","","19.3","","11.0","","58","","","","24","","22","","24.1","","98.89","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 11:00","2024","10","23","11:00","","20.1","","10.2","","52","","","","23","","25","","24.1","","98.88","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 12:00","2024","10","23","12:00","","21.2","","10.8","","51","","","","25","","25","","24.1","","98.89","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 13:00","2024","10","23","13:00","","20.2","","10.6","","54","","","","27","","27","","19.3","","98.88","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 14:00","2024","10","23","14:00","","19.9","","11.1","","56","","","","29","","35","","19.3","","98.94","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 15:00","2024","10","23","15:00","","19.5","","11.3","","59","","","","29","","23","","24.1","","99.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 16:00","2024","10","23","16:00","","17.3","","8.9","","58","","","","30","","35","","24.1","","99.13","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 17:00","2024","10","23","17:00","","15.8","","6.8","","55","","","","31","","30","","24.1","","99.32","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 18:00","2024","10","23","18:00","","13.6","","5.0","","56","","","","31","","36","","24.1","","99.41","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 19:00","2024","10","23","19:00","","11.4","","4.6","","63","","","","31","","27","","24.1","","99.52","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 20:00","2024","10","23","20:00","","10.9","","4.5","","64","","","","31","","25","","24.1","","99.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 21:00","2024","10","23","21:00","","10.2","","5.0","","70","","","","32","","25","","24.1","","99.62","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 22:00","2024","10","23","22:00","","9.6","","4.4","","70","","","","32","","27","","24.1","","99.69","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-23 23:00","2024","10","23","23:00","","8.9","","3.7","","70","","","","31","","24","","24.1","","99.73","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 00:00","2024","10","24","00:00","","7.7","","3.2","","73","","","","32","","17","","24.1","","99.77","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 01:00","2024","10","24","01:00","","7.1","","3.0","","75","","","","32","","16","","24.1","","99.82","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 02:00","2024","10","24","02:00","","6.0","","2.7","","79","","","","31","","11","","24.1","","99.85","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 03:00","2024","10","24","03:00","","6.1","","2.4","","77","","","","33","","7","","24.1","","99.87","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 04:00","2024","10","24","04:00","","5.5","","1.7","","76","","","","1","","10","","24.1","","99.91","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 05:00","2024","10","24","05:00","","3.9","","2.4","","90","","","","28","","11","","24.1","","99.96","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 06:00","2024","10","24","06:00","","4.8","","2.9","","87","","","","28","","15","","24.1","","100.01","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 07:00","2024","10","24","07:00","","5.0","","2.2","","83","","","","30","","9","","24.1","","100.07","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 08:00","2024","10","24","08:00","","7.7","","1.6","","65","","","","35","","11","","24.1","","100.09","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 09:00","2024","10","24","09:00","","8.5","","1.2","","60","","","","1","","8","","24.1","","100.10","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 10:00","2024","10","24","10:00","","9.5","","0.8","","55","","","","35","","4","","24.1","","100.11","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 11:00","2024","10","24","11:00","","9.7","","0.5","","53","","","","36","","7","","24.1","","100.12","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 12:00","2024","10","24","12:00","","10.8","","1.2","","51","","","","30","","10","","24.1","","100.12","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 13:00","2024","10","24","13:00","","10.4","","1.0","","52","","","","35","","4","","24.1","","100.06","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 14:00","2024","10","24","14:00","","11.3","","0.3","","46","","","","20","","4","","24.1","","99.99","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 15:00","2024","10","24","15:00","","10.7","","3.1","","59","","","","19","","13","","24.1","","99.99","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 16:00","2024","10","24","16:00","","10.9","","3.2","","59","","","","17","","10","","24.1","","99.99","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 17:00","2024","10","24","17:00","","9.7","","2.8","","62","","","","16","","10","","24.1","","100.01","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 18:00","2024","10","24","18:00","","9.1","","3.4","","67","","","","15","","6","","24.1","","100.01","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 19:00","2024","10","24","19:00","","9.3","","3.5","","67","","","","","","0","","24.1","","100.06","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 20:00","2024","10","24","20:00","","8.8","","3.5","","69","","","","8","","4","","24.1","","100.04","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 21:00","2024","10","24","21:00","","8.6","","3.5","","70","","","","6","","5","","24.1","","100.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 22:00","2024","10","24","22:00","","8.2","","3.4","","72","","","","5","","4","","24.1","","100.04","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-24 23:00","2024","10","24","23:00","","7.2","","3.3","","76","","","","4","","7","","24.1","","100.00","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 00:00","2024","10","25","00:00","","5.0","","2.5","","84","","","","32","","7","","24.1","","100.00","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 01:00","2024","10","25","01:00","","5.4","","2.5","","81","","","","","","0","","24.1","","99.96","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 02:00","2024","10","25","02:00","","4.2","","2.1","","87","","","","31","","6","","24.1","","99.99","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 03:00","2024","10","25","03:00","","4.4","","2.1","","85","","","","2","","8","","24.1","","99.93","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 04:00","2024","10","25","04:00","","3.4","","1.6","","88","","","","32","","11","","24.1","","99.96","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 05:00","2024","10","25","05:00","","3.7","","2.0","","88","","","","31","","12","","24.1","","100.05","","","","","","NA"
